Contig Number	S. lycopersicum cv Heinz (2.40)	S. lycopersicum cv Heinz (aplg ill 250+300+500+2k+3k+4k+5k)	S. habrochaites (aplg ill 170+500+2k)	S. pennellii (aplg ill 170+500+2k)	S. arcanum (aplg ill 170+500+2k)
"4790"	""	480865857	554421814	476212288	499292925
"4791"	""	480904872	554470715	476259538	499337196
"4792"	""	480943866	554519604	476306763	499381453
"4793"	""	480982857	554568490	476353987	499425685
"4794"	""	481021836	554617364	476401207	499469914
"4795"	""	481060808	554666234	476448420	499514127
"4796"	""	481099769	554715097	476495631	499558336
"4797"	""	481138730	554763950	476542822	499602538
"4798"	""	481177685	554812779	476590012	499646727
"4799"	""	481216634	554861595	476637202	499690910
"4800"	""	481255579	554910387	476684380	499735066
"4801"	""	481294512	554959173	476731550	499779201
"4802"	""	481333431	555007958	476778708	499823335
"4803"	""	481372348	555056741	476825865	499867455
"4804"	""	481411264	555105511	476873021	499911574
"4805"	""	481450175	555154272	476920175	499955669
"4806"	""	481489083	555203032	476967328	499999727
"4807"	""	481527979	555251762	477014467	500043771
"4808"	""	481566864	555300446	477061604	500087814
"4809"	""	481605739	555349114	477108734	500131843
"4810"	""	481644613	555397781	477155846	500175872
"4811"	""	481683486	555446448	477202957	500219900
"4812"	""	481722347	555495088	477250057	500263886
"4813"	""	481761207	555543660	477297151	500307859
"4814"	""	481800063	555592222	477344227	500351831
"4815"	""	481838917	555640783	477391302	500395795
"4816"	""	481877759	555689339	477438373	500439744
"4817"	""	481916599	555737872	477485442	500483675
"4818"	""	481955429	555786394	477532487	500527599
"4819"	""	481994251	555834912	477579527	500571521
"4820"	""	482033039	555883405	477626554	500615438
"4821"	""	482071826	555931896	477673543	500659349
"4822"	""	482110607	555980386	477720526	500703228
"4823"	""	482149370	556028860	477767506	500747099
"4824"	""	482188128	556077333	477814485	500790969
"4825"	""	482226879	556125793	477861462	500834832
"4826"	""	482265624	556174253	477908422	500878687
"4827"	""	482304359	556222712	477955374	500922537
"4828"	""	482343083	556271163	478002316	500966371
"4829"	""	482381806	556319613	478049241	501010161
"4830"	""	482420517	556368046	478096165	501053923
"4831"	""	482459216	556416460	478143075	501097644
"4832"	""	482497873	556464841	478189982	501141358
"4833"	""	482536520	556513216	478236884	501185068
"4834"	""	482575165	556561583	478283774	501228746
"4835"	""	482613794	556609928	478330659	501272424
"4836"	""	482652414	556658267	478377534	501316084
"4837"	""	482691032	556706546	478424394	501359742
"4838"	""	482729641	556754816	478471223	501403390
"4839"	""	482768233	556803076	478518006	501446998
"4840"	""	482806823	556851302	478564785	501490577
"4841"	""	482845410	556899525	478611563	501534141
"4842"	""	482883997	556947745	478658337	501577699
"4843"	""	482922578	556995935	478705097	501621244
"4844"	""	482961140	557044119	478751845	501664785
"4845"	""	482999696	557092293	478798580	501708319
"4846"	""	483038249	557140439	478845312	501751848
"4847"	""	483076793	557188565	478892037	501795367
"4848"	""	483115330	557236683	478938754	501838867
"4849"	""	483153854	557284801	478985469	501882361
"4850"	""	483192374	557332918	479032181	501925854
"4851"	""	483230893	557381027	479078890	501969344
"4852"	""	483269409	557429133	479125592	502012833
"4853"	""	483307915	557477232	479172289	502056317
"4854"	""	483346413	557525330	479218973	502099739
"4855"	""	483384893	557573396	479265656	502143160
"4856"	""	483423372	557621458	479312317	502186567
"4857"	""	483461850	557669515	479358956	502229969
"4858"	""	483500320	557717540	479405588	502273366
"4859"	""	483538787	557765561	479452208	502316759
"4860"	""	483577253	557813570	479498823	502360147
"4861"	""	483615715	557861574	479545428	502403524
"4862"	""	483654172	557909556	479592031	502446894
"4863"	""	483692598	557957535	479638632	502490255
"4864"	""	483731019	558005498	479685232	502533598
"4865"	""	483769439	558053457	479731831	502576940
"4866"	""	483807856	558101402	479778412	502620276
"4867"	""	483846268	558149344	479824988	502663604
"4868"	""	483884659	558197278	479871555	502706930
"4869"	""	483923037	558245208	479918121	502750251
"4870"	""	483961402	558293118	479964683	502793568
"4871"	""	483999721	558341012	480011226	502836881
"4872"	""	484038038	558388906	480057766	502880192
"4873"	""	484076351	558436797	480104299	502923483
"4874"	""	484114631	558484681	480150828	502966751
"4875"	""	484152902	558532557	480197353	503010000
"4876"	""	484191169	558580431	480243876	503053237
"4877"	""	484229426	558628304	480290372	503096474
"4878"	""	484267682	558676156	480336852	503139683
"4879"	""	484305935	558724004	480383324	503182882
"4880"	""	484344183	558771816	480429786	503226075
"4881"	""	484382430	558819617	480476248	503269243
"4882"	""	484420663	558867410	480522707	503312407
"4883"	""	484458896	558915171	480569163	503355562
"4884"	""	484497119	558962931	480615593	503398716
"4885"	""	484535340	559010667	480661971	503441869
"4886"	""	484573558	559058372	480708306	503485014
"4887"	""	484611772	559106074	480754634	503528152
"4888"	""	484649985	559153769	480800946	503571272
"4889"	""	484688193	559201462	480847257	503614391
"4890"	""	484726389	559249154	480893564	503657509
"4891"	""	484764573	559296842	480939869	503700602
"4892"	""	484802744	559344516	480986168	503743672
"4893"	""	484840909	559392183	481032457	503786741
"4894"	""	484879061	559439848	481078725	503829806
"4895"	""	484917200	559487509	481124990	503872868
"4896"	""	484955336	559535149	481171253	503915911
"4897"	""	484993470	559582787	481217514	503958948
"4898"	""	485031568	559630407	481263774	504001985
"4899"	""	485069657	559678018	481310033	504045017
"4900"	""	485107745	559725624	481356286	504088049
"4901"	""	485145828	559773221	481402528	504131075
"4902"	""	485183896	559820801	481448770	504174073
"4903"	""	485221963	559868373	481495007	504217058
"4904"	""	485260012	559915914	481541228	504260022
"4905"	""	485298057	559963448	481587446	504302965
"4906"	""	485336086	560010965	481633654	504345906
"4907"	""	485374114	560058480	481679862	504388838
"4908"	""	485412141	560105977	481726068	504431760
"4909"	""	485450159	560153406	481772271	504474657
"4910"	""	485488142	560200827	481818460	504517549
"4911"	""	485526118	560248234	481864637	504560441
"4912"	""	485564062	560295638	481910812	504603290
"4913"	""	485602004	560343033	481956983	504646125
"4914"	""	485639927	560390420	482003150	504688954
"4915"	""	485677848	560437803	482049314	504731756
"4916"	""	485715762	560485161	482095472	504774521
"4917"	""	485753674	560532516	482141627	504817278
"4918"	""	485791582	560579861	482187770	504859994
"4919"	""	485829487	560627195	482233903	504902701
"4920"	""	485867378	560674525	482280035	504945407
"4921"	""	485905265	560721854	482326163	504988111
"4922"	""	485943151	560769168	482372291	505030811
"4923"	""	485981029	560816471	482418411	505073492
"4924"	""	486018904	560863761	482464525	505116168
"4925"	""	486056778	560911045	482510628	505158828
"4926"	""	486094644	560958322	482556722	505201462
"4927"	""	486132505	561005590	482602806	505244095
"4928"	""	486170360	561052854	482648887	505286723
"4929"	""	486208198	561100111	482694957	505329341
"4930"	""	486246028	561147367	482741022	505371951
"4931"	""	486283854	561194610	482787078	505414554
"4932"	""	486321675	561241845	482833113	505457150
"4933"	""	486359493	561289074	482879141	505499745
"4934"	""	486397297	561336297	482925161	505542335
"4935"	""	486435096	561383485	482971180	505584917
"4936"	""	486472893	561430641	483017197	505627496
"4937"	""	486510686	561477789	483063194	505670073
"4938"	""	486548474	561524918	483109189	505712646
"4939"	""	486586260	561572044	483155172	505755212
"4940"	""	486624036	561619139	483201147	505797732
"4941"	""	486661800	561666233	483247121	505840251
"4942"	""	486699562	561713327	483293092	505882770
"4943"	""	486737317	561760380	483339062	505925288
"4944"	""	486775042	561807423	483385032	505967778
"4945"	""	486812760	561854460	483430972	506010265
"4946"	""	486850478	561901489	483476908	506052751
"4947"	""	486888193	561948493	483522842	506095236
"4948"	""	486925897	561995482	483568756	506137718
"4949"	""	486963594	562042466	483614670	506180197
"4950"	""	487001289	562089441	483660580	506222669
"4951"	""	487038978	562136406	483706484	506265137
"4952"	""	487076642	562183337	483752376	506307589
"4953"	""	487114302	562230249	483798241	506350034
"4954"	""	487151961	562277147	483844104	506392473
"4955"	""	487189617	562324039	483889955	506434895
"4956"	""	487227270	562370913	483935802	506477314
"4957"	""	487264915	562417786	483981647	506519725
"4958"	""	487302556	562464640	484027460	506562126
"4959"	""	487340193	562511492	484073268	506604507
"4960"	""	487377822	562558336	484119071	506646884
"4961"	""	487415448	562605153	484164827	506689250
"4962"	""	487453062	562651965	484210572	506731607
"4963"	""	487490674	562698757	484256314	506773941
"4964"	""	487528268	562745536	484302049	506816258
"4965"	""	487565857	562792313	484347782	506858563
"4966"	""	487603445	562839086	484393513	506900855
"4967"	""	487641008	562885853	484439237	506943145
"4968"	""	487678533	562932601	484484951	506985427
"4969"	""	487716047	562979345	484530658	507027690
"4970"	""	487753556	563026085	484576359	507069950
"4971"	""	487791064	563072813	484622033	507112204
"4972"	""	487828563	563119538	484667702	507154430
"4973"	""	487866062	563166249	484713366	507196644
"4974"	""	487903557	563212944	484759017	507238858
"4975"	""	487941028	563259632	484804656	507281062
"4976"	""	487978490	563306296	484850282	507323234
"4977"	""	488015946	563352937	484895885	507365405
"4978"	""	488053391	563399575	484941488	507407572
"4979"	""	488090831	563446209	484987079	507449734
"4980"	""	488128269	563492832	485032666	507491880
"4981"	""	488165703	563539450	485078252	507534012
"4982"	""	488203129	563586064	485123829	507576108
"4983"	""	488240546	563632673	485169394	507618192
"4984"	""	488277954	563679249	485214947	507660254
"4985"	""	488315350	563725824	485260475	507702294
"4986"	""	488352744	563772388	485305987	507744332
"4987"	""	488390138	563818946	485351477	507786368
"4988"	""	488427524	563865502	485396961	507828395
"4989"	""	488464910	563912045	485442444	507870417
"4990"	""	488502288	563958588	485487922	507912438
"4991"	""	488539655	564005129	485533397	507954446
"4992"	""	488577020	564051666	485578868	507996443
"4993"	""	488614375	564098200	485624332	508038431
"4994"	""	488651712	564144712	485669796	508080410
"4995"	""	488689048	564191221	485715260	508122383
"4996"	""	488726372	564237717	485760722	508164350
"4997"	""	488763690	564284203	485806156	508206305
"4998"	""	488801004	564330678	485851582	508248259
"4999"	""	488838306	564377121	485896995	508290200
"5000"	""	488875592	564423558	485942407	508332119
"5001"	""	488912875	564469967	485987805	508374029
"5002"	""	488950144	564516375	486033193	508415935
"5003"	""	488987410	564562755	486078554	508457836
"5004"	""	489024671	564609126	486123909	508499734
"5005"	""	489061930	564655478	486169248	508541622
"5006"	""	489099166	564701814	486214580	508583505
"5007"	""	489136396	564748129	486259896	508625387
"5008"	""	489173601	564794436	486305205	508667249
"5009"	""	489210782	564840735	486350511	508709108
"5010"	""	489247963	564887029	486395809	508750943
"5011"	""	489285142	564933303	486441104	508792755
"5012"	""	489322319	564979552	486486379	508834551
"5013"	""	489359495	565025730	486531650	508876345
"5014"	""	489396663	565071903	486576914	508918137
"5015"	""	489433817	565118076	486622176	508959928
"5016"	""	489470966	565164241	486667435	509001718
"5017"	""	489508111	565210382	486712687	509043495
"5018"	""	489545242	565256514	486757913	509085266
"5019"	""	489582351	565302636	486803124	509127030
"5020"	""	489619459	565348735	486848309	509168779
"5021"	""	489656565	565394814	486893488	509210527
"5022"	""	489693649	565440849	486938659	509252268
"5023"	""	489730726	565486856	486983826	509294007
"5024"	""	489767803	565532859	487028984	509335731
"5025"	""	489804868	565578851	487074135	509377447
"5026"	""	489841929	565624835	487119282	509419146
"5027"	""	489878986	565670800	487164426	509460829
"5028"	""	489916040	565716759	487209566	509502510
"5029"	""	489953081	565762716	487254702	509544176
"5030"	""	489990115	565808636	487299834	509585827
"5031"	""	490027146	565854551	487344962	509627473
"5032"	""	490064154	565900464	487390083	509669107
"5033"	""	490101160	565946371	487435194	509710734
"5034"	""	490138158	565992271	487480295	509752342
"5035"	""	490175149	566038160	487525395	509793941
"5036"	""	490212132	566084045	487570495	509835532
"5037"	""	490249106	566129907	487615588	509877119
"5038"	""	490286079	566175762	487660660	509918703
"5039"	""	490323051	566221600	487705726	509960275
"5040"	""	490360013	566267434	487750787	510001845
"5041"	""	490396971	566313256	487795842	510043384
"5042"	""	490433929	566359071	487840893	510084922
"5043"	""	490470880	566404883	487885933	510126451
"5044"	""	490507809	566450685	487930970	510167968
"5045"	""	490544737	566496467	487976000	510209477
"5046"	""	490581663	566542235	488021023	510250966
"5047"	""	490618586	566587985	488066043	510292448
"5048"	""	490655508	566633730	488111059	510333926
"5049"	""	490692428	566679471	488156073	510375403
"5050"	""	490729344	566725198	488201082	510416861
"5051"	""	490766249	566770901	488246091	510458319
"5052"	""	490803152	566816584	488291098	510499761
"5053"	""	490840055	566862265	488336095	510541182
"5054"	""	490876933	566907941	488381085	510582603
"5055"	""	490913809	566953613	488426070	510624018
"5056"	""	490950656	566999258	488471048	510665402
"5057"	""	490987502	567044901	488516023	510706758
"5058"	""	491024344	567090537	488560991	510748112
"5059"	""	491061183	567136166	488605958	510789465
"5060"	""	491098012	567181784	488650908	510830806
"5061"	""	491134841	567227390	488695841	510872142
"5062"	""	491171660	567272991	488740773	510913476
"5063"	""	491208478	567318591	488785698	510954805
"5064"	""	491245295	567364186	488830622	510996134
"5065"	""	491282110	567409773	488875539	511037462
"5066"	""	491318923	567455359	488920453	511078786
"5067"	""	491355732	567500932	488965355	511120109
"5068"	""	491392528	567546498	489010244	511161425
"5069"	""	491429292	567592057	489055132	511202740
"5070"	""	491466051	567637588	489100014	511244055
"5071"	""	491502803	567683117	489144890	511285350
"5072"	""	491539544	567728645	489189760	511326639
"5073"	""	491576283	567774161	489234629	511367927
"5074"	""	491613018	567819671	489279494	511409176
"5075"	""	491649751	567865181	489324327	511450396
"5076"	""	491686482	567910667	489369157	511491597
"5077"	""	491723209	567956146	489413986	511532793
"5078"	""	491759914	568001601	489458812	511573984
"5079"	""	491796601	568047054	489503635	511615168
"5080"	""	491833286	568092495	489548457	511656346
"5081"	""	491869960	568137919	489593266	511697522
"5082"	""	491906624	568183328	489638063	511738696
"5083"	""	491943288	568228704	489682855	511779869
"5084"	""	491979930	568274073	489727632	511821012
"5085"	""	492016572	568319423	489772389	511862147
"5086"	""	492053206	568364737	489817137	511903263
