Contig Number	heinz reference (2.40)	heinz (aplg ill 250+300+500+2k+3k+4k+5k)	habrochaites (aplg ill 170+2k)	habrochaites (aplg ill 170+500+2k)+(scarpa 454 8k+20k)	pennellii (aplg ill 170+2k)	pennellii (aplg ill 170+500+2k)+(scarpa 454 3k+8k+20k)	arcanum (clc ill 170+2k 454 8k+20k) non default	arcanum (aplg ill 170+2k)	arcanum (aplg ill 170+500+2k)+(scarpa 454 8k+20k)
"345"	772741151	108546334	114347930	231206725	87730257	141483447	38575398	100391850	202594898
"346"	772746742	108755547	114578534	231624445	87920933	141773767	38659616	100602401	202984565
"347"	772752327	108964557	114809099	232041564	88111559	142063865	38743769	100812926	203374100
"348"	772757886	109173466	115039645	232458307	88301924	142353516	38827901	101023220	203763370
"349"	772763440	109382213	115269800	232874174	88492080	142643101	38911973	101233511	204152405
"350"	772768990	109590845	115499540	233288954	88682059	142930765	38996025	101443784	204540932
"351"	772774538	109799464	115729065	233703642	88871590	143218247	39080074	101653885	204928582
"352"	772780070	110007844	115958171	234118056	89061065	143505703	39164095	101863646	205314985
"353"	772785601	110216077	116187208	234532178	89250278	143793003	39248106	102073284	205700958
"354"	772791129	110424278	116416087	234946084	89439123	144080068	39332099	102282897	206086419
"355"	772796656	110632229	116644398	235359641	89627887	144366988	39416071	102492471	206471319
"356"	772802182	110839905	116872549	235773097	89816607	144653898	39499950	102701943	206855917
"357"	772807700	111047525	117100483	236184955	90005312	144940684	39583797	102911313	207240503
"358"	772813214	111255019	117328067	236595090	90193788	145227404	39667554	103120501	207624490
"359"	772818721	111462381	117555330	237005049	90381773	145513954	39751277	103329411	208007824
"360"	772824223	111669507	117782575	237414944	90569649	145800285	39834964	103538271	208391134
"361"	772829717	111876589	118009639	237824555	90757464	146086604	39918584	103746827	208773215
"362"	772835200	112083236	118236571	238233909	90945153	146372487	40002107	103954941	209155142
"363"	772840673	112289873	118463395	238642348	91132689	146657941	40085607	104162980	209537060
"364"	772846140	112495865	118689545	239046497	91319354	146942021	40169086	104370871	209918787
"365"	772851600	112701570	118915550	239448899	91505068	147225618	40252413	104578622	210300275
"366"	772857046	112907187	119140801	239851022	91690427	147509136	40335731	104786302	210681158
"367"	772862491	113112667	119366034	240252819	91875720	147792528	40419029	104993934	211061582
"368"	772867933	113318093	119591180	240653830	92060949	148075913	40502321	105201559	211441731
"369"	772873372	113523430	119816235	241054812	92245943	148358949	40585558	105409081	211821319
"370"	772878780	113728693	120041155	241455792	92430881	148641899	40668728	105616421	212200633
"371"	772884176	113933739	120265976	241856314	92615711	148924646	40751817	105823103	212579893
"372"	772889565	114138619	120490630	242256694	92800166	149207115	40834731	106029722	212958769
"373"	772894952	114343182	120714936	242656575	92984322	149489019	40917643	106236248	213337316
"374"	772900332	114547456	120939066	243056136	93168310	149770787	41000528	106442478	213714908
"375"	772905701	114751346	121163195	243455226	93351833	150052434	41083369	106647911	214092450
"376"	772911066	114954959	121387192	243853638	93535338	150334077	41166195	106853254	214469547
"377"	772916431	115158530	121611100	244250537	93718742	150615684	41249016	107058572	214846543
"378"	772921789	115361989	121834994	244646549	93902021	150896920	41331806	107263693	215223342
"379"	772927147	115564966	122058818	245042551	94085294	151178035	41414546	107468382	215599998
"380"	772932504	115767847	122282245	245437722	94268441	151458619	41497277	107673064	215976536
"381"	772937861	115970504	122505320	245832730	94451571	151739200	41579996	107877640	216353011
"382"	772943218	116173101	122727973	246227207	94634674	152019602	41662596	108082059	216728312
"383"	772948574	116375590	122950607	246621255	94817537	152299880	41745195	108286382	217103607
"384"	772953912	116578032	123173196	247014412	95000356	152580073	41827688	108490615	217477716
"385"	772959245	116780079	123395707	247407430	95183105	152860082	41910139	108694452	217851408
"386"	772964573	116981814	123617062	247800396	95365853	153139821	41992527	108898171	218224443
"387"	772969901	117183179	123838133	248193259	95548465	153419476	42074732	109101794	218597189
"388"	772975211	117383971	124058380	248585527	95730853	153698978	42156844	109305401	218969780
"389"	772980521	117584467	124278482	248977078	95913170	153978301	42238896	109508773	219342051
"390"	772985826	117784913	124498532	249368349	96095322	154257603	42320900	109711667	219713709
"391"	772991131	117985158	124718424	249759430	96277423	154536639	42402839	109914450	220084696
"392"	772996434	118185402	124938256	250150399	96459451	154815627	42484722	110117043	220455644
"393"	773001728	118385138	125158021	250540657	96641407	155094002	42566570	110319573	220826419
"394"	773007014	118584874	125377514	250929526	96823350	155372276	42648350	110521879	221197092
"395"	773012294	118784494	125596946	251317957	97005272	155650441	42730100	110724106	221567584
"396"	773017573	118983971	125816323	251705210	97186965	155928589	42811813	110926323	221937741
"397"	773022847	119183433	126035293	252091869	97368427	156205977	42893512	111128379	222307779
"398"	773028116	119382557	126254193	252477393	97549663	156482992	42975142	111330340	222677772
"399"	773033384	119581406	126473018	252862553	97730693	156759644	43056690	111532142	223047403
"400"	773038640	119779955	126691801	253247594	97911705	157035407	43138214	111733810	223416930
"401"	773043891	119978455	126910409	253632366	98092654	157311168	43219637	111935380	223786098
"402"	773049142	120176484	127129000	254016878	98273508	157586696	43300855	112136858	224154836
"403"	773054389	120374500	127347540	254401306	98454286	157862152	43382068	112338190	224523412
"404"	773059626	120572371	127565503	254784974	98634917	158136413	43463204	112539500	224891978
"405"	773064863	120770101	127783345	255168592	98815416	158410309	43544202	112740747	225260361
"406"	773070087	120967759	128001138	255551880	98995745	158683460	43625172	112941946	225628616
"407"	773075310	121165197	128218814	255934976	99175519	158956552	43706125	113142833	225996420
"408"	773080521	121362444	128436335	256317331	99355140	159229600	43787041	113343717	226363360
"409"	773085726	121559677	128653750	256699218	99534688	159502633	43867933	113544492	226730151
"410"	773090928	121756656	128871032	257080950	99714235	159775481	43948740	113745105	227096424
"411"	773096129	121953440	129088283	257461213	99893239	160048247	44029541	113945713	227462629
"412"	773101315	122149800	129305308	257841475	100072240	160320916	44110182	114146231	227828479
"413"	773106499	122345973	129522250	258218830	100251074	160592614	44190651	114346540	228193381
"414"	773111670	122541969	129739181	258596075	100429729	160864254	44271073	114546675	228558142
"415"	773116835	122737639	129955584	258973073	100608316	161134704	44351398	114746725	228921797
"416"	773121996	122933295	130171642	259349420	100786756	161405102	44431721	114946720	229285063
"417"	773127157	123128917	130387124	259725176	100965179	161675303	44512030	115146690	229648129
"418"	773132307	123324149	130602432	260100357	101143538	161944907	44592245	115346474	230010074
"419"	773137455	123518481	130817542	260474397	101321893	162214200	44672420	115546146	230371831
"420"	773142598	123712588	131032561	260848430	101500209	162483433	44752550	115745768	230733581
"421"	773147739	123906588	131246997	261220503	101678521	162752575	44832651	115945385	231094452
"422"	773152879	124100480	131461308	261592459	101856810	163021565	44912672	116144320	231454438
"423"	773158015	124294280	131675573	261964212	102034849	163290115	44992692	116343241	231814137
"424"	773163150	124488079	131889722	262335652	102212558	163558260	45072711	116542162	232173593
"425"	773168276	124681697	132103833	262707041	102390267	163826124	45152699	116740867	232532453
"426"	773173396	124875188	132317789	263078037	102567713	164093772	45232597	116939545	232890794
"427"	773178515	125068678	132531626	263448696	102745111	164361325	45312494	117138089	233248538
"428"	773183630	125262091	132745114	263819286	102922400	164628503	45392252	117336570	233606033
"429"	773188740	125455392	132957842	264189404	103099612	164895017	45472001	117534999	233963433
"430"	773193847	125647999	133169975	264559277	103276535	165161346	45551534	117733369	234320292
"431"	773198953	125840486	133382042	264929109	103453370	165426971	45630966	117931340	234675863
"432"	773204054	126032683	133593997	265298623	103630044	165692150	45710394	118128558	235031215
"433"	773209154	126224626	133805883	265667210	103806613	165956678	45789820	118325685	235386384
"434"	773214253	126415533	134017646	266034622	103983180	166221105	45869188	118522571	235741188
"435"	773219335	126606215	134229370	266402008	104159271	166485255	45948547	118719441	236094907
"436"	773224412	126796756	134441063	266769209	104335124	166749277	46027906	118916311	236447802
"437"	773229477	126987078	134652687	267136020	104510923	167012917	46107173	119113132	236800327
"438"	773234539	127177099	134864182	267502258	104686519	167276372	46186440	119309941	237152390
"439"	773239586	127366938	135075582	267867316	104861891	167539519	46265642	119506718	237504104
"440"	773244632	127556622	135286666	268232219	105036826	167802520	46344828	119703475	237853282
"441"	773249674	127745997	135497328	268596897	105211634	168065186	46423978	119900002	238201669
"442"	773254706	127935287	135707792	268961248	105386418	168327422	46503044	120096289	238549947
"443"	773259736	128124262	135918124	269325539	105561162	168589520	46582092	120292306	238898106
"444"	773264763	128313206	136128224	269689140	105735792	168851505	46661099	120488135	239246116
"445"	773269783	128502098	136338311	270052025	105910219	169113490	46740071	120683694	239594086
"446"	773274800	128690941	136548142	270414633	106084623	169375214	46818927	120878092	239941987
"447"	773279815	128879772	136757924	270777159	106258994	169636906	46897753	121072376	240288676
"448"	773284829	129068553	136967090	271139420	106433363	169898315	46976568	121266641	240635062
"449"	773289839	129257262	137176081	271501388	106607699	170159702	47055355	121460508	240981416
"450"	773294842	129445718	137385070	271863294	106781985	170420803	47134046	121654187	241325799
"451"	773299841	129634167	137593978	272224371	106956176	170681840	47212519	121847827	241669857
"452"	773304831	129822232	137802499	272584825	107130272	170942842	47290959	122041413	242013894
"453"	773309806	130009838	138010526	272943491	107304172	171203414	47369377	122234708	242357848
"454"	773314778	130197182	138218482	273301655	107477684	171463669	47447774	122427596	242701165
"455"	773319744	130384372	138426179	273659744	107650984	171723431	47526158	122620278	243044155
"456"	773324694	130571501	138633500	274016030	107824049	171983177	47604536	122812589	243387082
"457"	773329643	130758509	138840163	274372284	107997097	172242804	47682828	123004798	243728925
"458"	773334590	130945462	139046776	274728219	108170100	172502389	47761082	123196583	244070297
"459"	773339532	131132068	139252962	275083948	108343088	172761917	47839130	123388318	244411615
"460"	773344463	131318541	139458974	275439452	108515703	173021303	47917147	123580037	244752719
"461"	773349392	131504795	139664985	275794238	108688037	173280562	47995118	123771723	245093816
"462"	773354318	131690887	139870928	276147861	108860350	173539622	48073017	123963409	245434388
"463"	773359235	131876743	140076730	276500178	109032553	173798362	48150904	124154869	245774421
"464"	773364147	132062560	140282518	276852486	109204700	174057026	48228780	124346329	246114322
"465"	773369058	132248250	140488230	277204047	109376750	174315333	48306614	124537337	246454151
"466"	773373954	132433914	140693679	277555499	109548782	174573585	48384443	124728321	246793872
"467"	773378847	132619490	140899026	277906684	109720627	174831731	48462268	124919227	247133030
"468"	773383740	132805024	141104302	278257667	109892412	175089763	48540075	125109992	247472099
"469"	773388628	132990527	141309364	278607919	110064002	175347508	48617810	125300677	247810721
"470"	773393509	133175918	141514058	278957821	110235271	175605196	48695532	125491358	248149115
"471"	773398385	133361260	141718695	279306943	110406441	175862598	48773157	125681589	248487502
"472"	773403256	133546497	141923328	279655531	110577592	176119938	48850782	125871796	248825499
"473"	773408121	133731726	142127788	280004010	110748695	176376856	48928387	126061940	249163016
"474"	773412978	133916831	142332140	280352175	110919728	176633626	49005872	126251996	249500456
"475"	773417833	134101853	142536451	280700186	111090502	176889337	49083315	126441863	249837261
"476"	773422687	134286803	142740480	281047892	111261008	177144626	49160734	126631511	250174010
"477"	773427539	134471741	142944343	281394490	111431469	177399799	49238117	126821107	250510543
"478"	773432389	134656373	143148078	281740780	111601789	177654959	49315412	127010675	250845860
"479"	773437238	134840987	143351754	282086709	111772097	177908960	49392687	127199985	251180025
"480"	773442073	135025526	143555219	282432515	111942389	178162763	49469961	127388920	251514131
"481"	773446904	135210034	143758455	282778309	112112485	178416489	49547197	127577808	251848235
"482"	773451720	135394290	143961298	283124012	112282260	178670176	49624412	127766555	252181891
"483"	773456522	135578179	144164003	283469361	112451782	178923708	49701623	127955219	252515466
"484"	773461321	135762012	144366582	283814492	112621196	179176857	49778821	128143829	252848052
"485"	773466118	135945799	144568730	284158868	112790536	179429891	49855930	128332433	253180594
"486"	773470913	136129550	144770756	284502818	112959742	179682829	49932970	128520994	253513024
"487"	773475707	136313275	144972569	284846661	113128829	179935649	50009955	128709403	253844815
"488"	773480501	136496983	145174010	285190485	113297915	180188301	50086867	128897720	254176279
"489"	773485295	136680678	145375226	285533687	113466965	180440710	50163743	129085936	254507679
"490"	773490087	136863983	145576385	285876385	113635851	180693063	50240531	129273885	254838716
"491"	773494874	137047285	145777492	286218977	113804622	180944988	50317257	129461793	255169620
"492"	773499651	137230571	145978573	286561519	113973261	181196859	50393944	129649693	255500278
